,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Emotion
10359,10359,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10360,10360,19.0,0.9305999875068665,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",ngapuntene gus tak tepat kira pbnu urus soal politik elektoral pilpres elemen bangsa,negative
10361,10361,9.0,0.9429000020027161,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",ketua dpc pkb kab malang hm kholiq aku siap langkah strategis hingga akar rumput antar gus,negative
10362,10362,22.0,0.902899980545044,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",kata g politik gilir palestina dukung malah kena ganda,negative
10363,10363,5.0,0.6769999861717224,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",putar putar putar putar bapak tau maksud apa ayo dong jernih pikir jangan anak bangsa pecah cuma penting politik,negative
10364,10364,5.0,0.8611999750137329,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",nyata masuk politik praktis bukan sih,negative
10365,10365,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10366,10366,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10367,10367,9.0,0.7838000059127808,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",ketua dpc pkb kab malang hm kholiq aku siap langkah strategis hingga akar rumput antar gus muhaimin kursi ri beberapa laku konsolidasi pac latih kader gerak camat kab,negative
10368,10368,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10369,10369,27.0,0.6517999768257141,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",zulhas cak imin hendak tunda milu tuju pribadi petik politik kasih sayang presiden,negative
10370,10370,13.0,0.8776999711990356,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",lahir prima dilatarbelakangi tuju rintis bangsa wujud merdeka prima terus juang wujud masyarakat adil makmur hadir politik,negative
10371,10371,11.0,0.6693000197410583,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",padahal seperti negara kurang duit tetep buat politik jalan terus,negative
10372,10372,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10373,10373,33.0,0.939300000667572,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",katak ni nak jadi calon prn nak rasa gaji tu gaji ahli parlimen gaji rakyat,negative
10374,10374,22.0,0.6227999925613403,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",fifa jatuh sangsi inggris karna terang2an campur sepakbola,negative
10375,10375,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10376,10376,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
10377,10377,19.0,0.9117000102996826,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",ide tunda milu tolak alas edar dukung tunda sangat lemah,negative
10378,10378,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10379,10379,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
10380,10380,19.0,0.9117000102996826,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",ide tunda milu tolak alas edar dukung tunda sangat lemah,negative
10381,10381,29.0,0.367900013923645,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",ramai calon umur sayang kan umur muda muda dah sibuk main politik ceramah lap bontot presiden,negative
10382,10382,11.0,0.43230000138282776,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",logika tahun elit opini dulu lah kok seperti bangsa punuh dgn yakin bangsa yakin besar allah swa orang bicara hilang yakin,negative
10383,10383,26.0,0.49000000953674316,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",berita bebas april angelina sondakh alergi bahas politik,negative
10384,10384,3.0,0.3382999897003174,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",ip hc ir h arifin panigoro bin yusuf panigoro subuh tadi rochester minneapolis usa usia thn tokoh politik usaha,negative
10385,10385,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10386,10386,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10387,10387,3.0,0.3560999929904938,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",aku anak fh beda politik hukum hukum ilmu udh aku ajar pas ambil mk politik hukum politik hukum indonesia dm aja kuy,negative
10388,10388,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10389,10389,3.0,0.9028000235557556,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",perang nyata dampak ekonomi sosial budaya politik ancam polio,negative
10390,10390,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10391,10391,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
10392,10392,11.0,0.838100016117096,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",komika si paling paham politik,negative
10393,10393,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10394,10394,12.0,0.9305999875068665,"politik, bela, jilat, catat, khianat, dusta, keliling, sanjung, kata, mau",kata pbnu gak mau campur tangan lg politik praktis kok ngurusin milu tunda,negative
10395,10395,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10396,10396,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10397,10397,18.0,0.8611999750137329,"politik, usul, cak, imin, konyol, ismail, zulhas, milu, ni, buat",ismail usul cak imin zulhas konyol,negative
10398,10398,22.0,0.38440001010894775,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",jgn bawa politik,negative
10399,10399,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10400,10400,11.0,0.838100016117096,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",komika si paling paham politik,negative
10401,10401,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
10402,10402,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10403,10403,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10404,10404,5.0,0.5577999949455261,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",astagfirullahh sejak kapan leslar pakar politik dunia rupa,positive
10405,10405,22.0,0.9117000102996826,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",indo tuh aktif politik global aktif nyuruh desak desak doang tpinya wkwkwkk,negative
10406,10406,9.0,0.9253000020980835,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",ngemeng pluralisme toleransi demokrasi aji saudara iman beda pilih politik kaliam bubarin,negative
10407,10407,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10408,10408,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10409,10409,33.0,0.9459999799728394,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",milu giat politik praktis kaget kok beliau berstatement utk perlu amandemen uud titik perlu komentar sebut mesti,negative
10410,10410,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10411,10411,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
10412,10412,14.0,0.8460999727249146,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",hijau slogan baru pasar takluk politik narasi moon landing gaya modern tembok lin baru bahan selatan utara bumi krisis cincin bane lord of the,positive
10413,10413,2.0,0.9117000102996826,"politik, cari, kalau, tukar, ideologi, pasang, level, in, sembang, ajak",gosah ngotot nyapres brrti nih orang memang belut iya apa,negative
10414,10414,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10415,10415,0.0,0.8920000195503235,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",sini gih aku anak hukum ajar politik hukum v,negative
10416,10416,32.0,0.334199994802475,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",indonesia penuh jabat politik mutu,positive
10417,10417,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10418,10418,24.0,0.35350000858306885,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",mantap betul,negative
10419,10419,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10420,10420,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10421,10421,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10422,10422,11.0,0.5350000262260437,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",kira bangsa cuma milik orang2 politik apa,negative
10423,10423,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10424,10424,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10425,10425,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10426,10426,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10427,10427,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10428,10428,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10429,10429,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10430,10430,24.0,0.9351999759674072,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",menteri bumn erick thohir nilai mampu sejahtera nelayan tani bijak erick thohir sebut pihak,negative
10431,10431,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10432,10432,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10433,10433,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10434,10434,28.0,0.9117000102996826,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",ajak seluruh pemuda kabupaten probolinggo dukung penuh menang gus muhaimin,negative
10435,10435,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10436,10436,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10437,10437,9.0,0.9639999866485596,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",akun ig suka bahas rumah rumah gitu tiap sabtu suka review rumah seleb nah minggu kmrn direview rumah dian sastro tau viral gatau darimana keviralannya ujung dian sastro suami anak ujug2 jd masalah politik,negative
10438,10438,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10439,10439,29.0,0.36800000071525574,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",ramai calon umur sayang kan umur muda muda dah sibuk main politik ceramah lap bontot presiden,negative
10440,10440,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10441,10441,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10442,10442,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10443,10443,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10444,10444,14.0,0.9253000020980835,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",dukung gera kalau betul asal bener2 nu ukhuwah islamiyah tdk atas penting,negative
10445,10445,32.0,0.3804999887943268,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",deklarasi dukung gus muhaimin iskandar calon presiden pilih presiden terus,negative
10446,10446,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10447,10447,15.0,0.6123999953269958,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",aku jelas beda hukum politik hukum nih info lanjut dm akun hubung nomor iyaa,negative
10448,10448,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10449,10449,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10450,10450,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10451,10451,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10452,10452,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10453,10453,5.0,0.7315999865531921,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",lawak degree in law ahli politik degree beli,negative
10454,10454,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10455,10455,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10456,10456,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10457,10457,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10458,10458,22.0,0.902899980545044,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",buku dtt tak pernah sifat villain tak sifat russia,negative
10459,10459,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10460,10460,11.0,0.3752000033855438,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",yakin paham ilmu perintah bagaimana sejahtera khalayak bersebrangan bijak politik orang muda bawa ide baru kreativitas bawa arus,negative
10461,10461,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
10462,10462,11.0,0.5913000106811523,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",satu orang karena perlu libat segenap anak bangsa seluruh kamar kamar kuasa legislatif ekaekutif yudikatif partai politik,negative
10463,10463,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10464,10464,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10465,10465,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10466,10466,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10467,10467,15.0,0.40230000019073486,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",gayaknya kaya partai sapi beberapa masjid jadiin sarang buat penting politik embel embel sbgai sarana dakwah wkwkekekek,negative
10468,10468,33.0,0.4544999897480011,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",politik seni cari isi dusta situ kualitas politikus nilai prihatin,negative
10469,10469,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10470,10470,3.0,0.9351999759674072,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",innalillahi gus yahya baru jg jadi ketua pbnu blm apa2 omong udh sbg lembaga,negative
10471,10471,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10472,10472,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10473,10473,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10474,10474,13.0,0.8205999732017517,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",rump dapat dukung dukung hadir konferensi aksi politik konservasi gelar orlando florida,negative
10475,10475,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10476,10476,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10477,10477,24.0,0.35190001130104065,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",pak jokowi memang maestro smiling good man,negative
10478,10478,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10479,10479,9.0,0.6026999950408936,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",masy bawah tindak spt kmrin alas kepala daerah gk bs urus politik bawa krn rawat daerah suruh urus sendiri arti bansos kirim tp tahan pusat pantau distribusi lwt sombong tp bloon pemdanya,negative
10480,10480,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10481,10481,14.0,0.9253000020980835,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",tragedi wadas titik balik ingin tulis abar potensi bahaya bebas informasi kebablabasan entah,negative
10482,10482,33.0,0.902899980545044,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",yusril ihza milu tunda presiden ilegal rakyat hak bangkang,negative
10483,10483,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10484,10484,32.0,0.9190000295639038,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",wacana panjang masa jabat presiden hingga gulir jumlah pimpin partai politik,positive
10485,10485,19.0,0.9190000295639038,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",tak bawak policy peluru politik inclusive tak semai mentality us vs them,negative
10486,10486,23.0,0.9429000020027161,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",so malaysians sekarang ni dah la huru hara pasal politik kuasa tak kan nak orang luar,negative
10487,10487,28.0,0.5171999931335449,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",butuh tonton bodoh macam alih perhati publik sebentar isu politik langka sembako pandemi tak kunjung usai perang vicky aldi,negative
10488,10488,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10489,10489,22.0,0.939300000667572,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",politik lima apip ketua dpc pkb kabupaten fraksi pkb kab dprd kab kuningan fraksi pkb,negative
10490,10490,11.0,0.838100016117096,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",komika si paling paham politik,negative
10491,10491,11.0,0.878600001335144,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",mulut si edy emang bau produk politik identitas,positive
10492,10492,5.0,0.1979999989271164,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",orang menteri pilih henti presiden harus pilih orang menteri dasar kapasitas bukan balas budi orang menteri s1 tdk lulus begimana gak adzan analogi gonggong anjing,negative
10493,10493,6.0,0.9253000020980835,"cari, kalau, politik, pasang, sembang, ideologi, in, tukar, topik, ajak",wahai parpol2 kalian manuver mau kalian cara luka kalian pikir taktik strategi,negative
10494,10494,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10495,10495,32.0,0.9351999759674072,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",usul panjang masa jabat presiden embus jumlah pimpin partai politik bahas sejak tahun lalu,positive
10496,10496,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10497,10497,31.0,0.9351999759674072,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",harap besar kyai yahya pilih ketua pbnu lebih des beliau nyata pbnu gak jadi,negative
10498,10498,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10499,10499,22.0,0.939300000667572,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",politik lima apip ketua dpc pkb kabupaten fraksi pkb kab dprd kab kuningan fraksi pkb,negative
10500,10500,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10501,10501,16.0,0.8240000009536743,"uefa, krn, langgar, atur, tdk, bawa2, denda, celtic, th, kibar",buat rak rak minat dedah diri suasana pilihanraya minat partisan serta inisiatif politik demokrasi milik semua,negative
10502,10502,3.0,0.715399980545044,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",jadi pihak netral emg ga bang emg sih susah jadi pihak netral,negative
10503,10503,20.0,0.9190000295639038,"ni, besi, politik, milu, bila, indonesia, tunda, awal, macam, kuat",sekretaris jendral majelis ulama indonesia amirsyah tambun tolak usul tunda milu,negative
10504,10504,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
10505,10505,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10506,10506,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10507,10507,22.0,0.939300000667572,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",politik lima apip ketua dpc pkb kabupaten fraksi pkb kab dprd kab kuningan fraksi pkb,negative
10508,10508,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10509,10509,1.0,0.757099986076355,"politik, milik, bukan, seni, kerja, putus, mampu, industri, negara, terorisme",industri terorisme investasi,negative
10510,10510,23.0,0.9253000020980835,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",kalau agama bawa bawa agenda politik kuasa bau sama walatu jenis beda,negative
10511,10511,11.0,0.482699990272522,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",pakat politik jangan pernah debat sukarno,negative
